,Year,County,State,Zip code,latitude,longitude,Plant Hardiness Zone,Corn Acres Harvested,Sales ($),CV,State ANSI,Ag District,Ag District Code,Concatenated
755,2012,CLAY,MINNESOTA,56514,46.64,-96.41,4a,162643.0,139372000,7.8,27,NORTHWEST,10,CLAYMINNESOTA2012
756,2012,CLEARWATER,MINNESOTA,56621,47.52,-95.4,3b,4014.0,2855000,7.8,27,NORTHWEST,10,CLEARWATERMINNESOTA2012
757,2012,KITTSON,MINNESOTA,56720,48.57,-96.89,3b,11844.0,9133000,7.8,27,NORTHWEST,10,KITTSONMINNESOTA2012
758,2012,MAHNOMEN,MINNESOTA,56516,47.44,-95.97,3b,61150.0,42992000,7.8,27,NORTHWEST,10,MAHNOMENMINNESOTA2012
759,2012,MARSHALL,MINNESOTA,56710,48.19,-96.99,4a,36158.0,29553000,7.8,27,NORTHWEST,10,MARSHALLMINNESOTA2012
760,2012,NORMAN,MINNESOTA,56510,47.29,-96.51,4a,109864.0,70384000,7.8,27,NORTHWEST,10,NORMANMINNESOTA2012
761,2012,PENNINGTON,MINNESOTA,56701,48.11,-96.17,3b,4648.0,3743000,7.8,27,NORTHWEST,10,PENNINGTONMINNESOTA2012
762,2012,POLK,MINNESOTA,56517,47.54,-96.52,4a,111763.0,90278000,7.8,27,NORTHWEST,10,POLKMINNESOTA2012
763,2012,RED LAKE,MINNESOTA,56715,47.81,-96.0,3b,10667.0,8879000,7.8,27,NORTHWEST,10,REDLAKEMINNESOTA2012
764,2012,ROSEAU,MINNESOTA,56673,48.8,-95.1,3a,14333.0,11948000,7.8,27,NORTHWEST,10,ROSEAUMINNESOTA2012
765,2012,BLUE EARTH,MINNESOTA,56001,44.16,-93.99,4b,176791.0,170339000,7.8,27,SOUTH CENTRAL,80,BLUEEARTHMINNESOTA2012
766,2012,BROWN,MINNESOTA,56019,44.11,-94.9,4b,153607.0,145501000,7.8,27,SOUTH CENTRAL,80,BROWNMINNESOTA2012
767,2012,FARIBAULT,MINNESOTA,56013,43.63,-94.09,4b,199803.0,215739000,7.8,27,SOUTH CENTRAL,80,FARIBAULTMINNESOTA2012
768,2012,FREEBORN,MINNESOTA,56007,43.65,-93.36,4b,196480.0,192487000,7.8,27,SOUTH CENTRAL,80,FREEBORNMINNESOTA2012
769,2012,LE SUEUR,MINNESOTA,56017,44.32,-93.83,4b,99022.0,92033000,7.8,27,SOUTH CENTRAL,80,LESUEURMINNESOTA2012
770,2012,MARTIN,MINNESOTA,56031,43.64,-94.45,5a,237118.0,230440000,7.8,27,SOUTH CENTRAL,80,MARTINMINNESOTA2012
771,2012,NICOLLET,MINNESOTA,56003,44.22,-94.09,4b,143739.0,128811000,7.8,27,SOUTH CENTRAL,80,NICOLLETMINNESOTA2012
772,2012,RICE,MINNESOTA,55019,44.42,-93.25,4b,93819.0,96927000,7.8,27,SOUTH CENTRAL,80,RICEMINNESOTA2012
773,2012,STEELE,MINNESOTA,55049,44.17,-93.24,4b,115274.0,125737000,7.8,27,SOUTH CENTRAL,80,STEELEMINNESOTA2012
774,2012,WASECA,MINNESOTA,56048,44.11,-93.7,4b,114514.0,120642000,7.8,27,SOUTH CENTRAL,80,WASECAMINNESOTA2012
775,2012,WATONWAN,MINNESOTA,56022,44.05,-94.84,4b,120057.0,121647000,7.8,27,SOUTH CENTRAL,80,WATONWANMINNESOTA2012
776,2012,DAKOTA,MINNESOTA,55010,44.58,-93.09,4b,104482.0,99763000,7.8,27,SOUTHEAST,90,DAKOTAMINNESOTA2012
777,2012,DODGE,MINNESOTA,55924,44.04,-92.99,4b,120051.0,127482000,7.8,27,SOUTHEAST,90,DODGEMINNESOTA2012
778,2012,FILLMORE,MINNESOTA,55922,43.53,-91.92,4b,165212.0,152115000,7.8,27,SOUTHEAST,90,FILLMOREMINNESOTA2012
779,2012,GOODHUE,MINNESOTA,55009,44.51,-92.9,4b,173199.0,187076000,7.8,27,SOUTHEAST,90,GOODHUEMINNESOTA2012
780,2012,HOUSTON,MINNESOTA,55919,43.69,-91.28,4b,51161.0,51340000,7.8,27,SOUTHEAST,90,HOUSTONMINNESOTA2012
781,2012,MOWER,MINNESOTA,55909,43.56,-92.71,4b,233193.0,220267000,7.8,27,SOUTHEAST,90,MOWERMINNESOTA2012
782,2012,OLMSTED,MINNESOTA,55901,44.07,-92.51,4b,108637.0,113957000,7.8,27,SOUTHEAST,90,OLMSTEDMINNESOTA2012
783,2012,WABASHA,MINNESOTA,55041,44.44,-92.27,4b,78993.0,77326000,7.8,27,SOUTHEAST,90,WABASHAMINNESOTA2012
784,2012,WINONA,MINNESOTA,55910,44.13,-91.97,4b,78715.0,76725000,7.8,27,SOUTHEAST,90,WINONAMINNESOTA2012
785,2012,COTTONWOOD,MINNESOTA,56101,43.86,-95.11,4b,165254.0,148347000,7.8,27,SOUTHWEST,70,COTTONWOODMINNESOTA2012
786,2012,JACKSON,MINNESOTA,56111,43.63,-94.87,4b,167870.0,162862000,7.8,27,SOUTHWEST,70,JACKSONMINNESOTA2012
787,2012,LINCOLN,MINNESOTA,56113,44.38,-96.18,4b,111303.0,82187000,7.8,27,SOUTHWEST,70,LINCOLNMINNESOTA2012
788,2012,LYON,MINNESOTA,56115,44.23,-95.87,4b,198061.0,158622000,7.8,27,SOUTHWEST,70,LYONMINNESOTA2012
789,2012,MURRAY,MINNESOTA,56114,43.94,-95.64,4b,173711.0,137954000,7.8,27,SOUTHWEST,70,MURRAYMINNESOTA2012
790,2012,NOBLES,MINNESOTA,56110,43.63,-95.93,4b,168506.0,151411000,7.8,27,SOUTHWEST,70,NOBLESMINNESOTA2012
791,2012,PIPESTONE,MINNESOTA,56128,43.87,-96.13,4b,92667.0,75782000,7.8,27,SOUTHWEST,70,PIPESTONEMINNESOTA2012
792,2012,REDWOOD,MINNESOTA,56083,44.21,-95.12,4b,245135.0,232670000,7.8,27,SOUTHWEST,70,REDWOODMINNESOTA2012
793,2012,ROCK,MINNESOTA,56116,43.61,-96.36,4b,135722.0,120508000,7.8,27,SOUTHWEST,70,ROCKMINNESOTA2012
794,2012,BIG STONE,MINNESOTA,56210,45.56,-96.56,4b,88680.0,77565000,7.8,27,WEST CENTRAL,40,BIGSTONEMINNESOTA2012
795,2012,CHIPPEWA,MINNESOTA,56222,44.95,-95.36,4b,151997.0,154490000,7.8,27,WEST CENTRAL,40,CHIPPEWAMINNESOTA2012
796,2012,DOUGLAS,MINNESOTA,56308,45.87,-95.37,4a,58084.0,46075000,7.8,27,WEST CENTRAL,40,DOUGLASMINNESOTA2012
797,2012,GRANT,MINNESOTA,56248,45.81,-96.13,4a,109252.0,111899000,7.8,27,WEST CENTRAL,40,GRANTMINNESOTA2012
798,2012,LAC QUI PARLE,MINNESOTA,56212,45.13,-96.28,4b,185502.0,158312000,7.8,27,WEST CENTRAL,40,LACQUIPARLEMINNESOTA2012
799,2012,OTTER TAIL,MINNESOTA,56324,46.17,-95.91,4a,204173.0,166132000,7.8,27,WEST CENTRAL,40,OTTERTAILMINNESOTA2012
800,2012,POPE,MINNESOTA,56323,45.61,-95.73,4a,114254.0,113738000,7.8,27,WEST CENTRAL,40,POPEMINNESOTA2012
801,2012,STEVENS,MINNESOTA,56207,45.57,-96.05,4b,145826.0,155318000,7.8,27,WEST CENTRAL,40,STEVENSMINNESOTA2012
802,2012,SWIFT,MINNESOTA,56208,45.2,-96.02,4b,163756.0,165016000,7.8,27,WEST CENTRAL,40,SWIFTMINNESOTA2012
803,2012,TRAVERSE,MINNESOTA,56219,45.59,-96.83,4a,140642.0,142705000,7.8,27,WEST CENTRAL,40,TRAVERSEMINNESOTA2012
804,2012,WILKIN,MINNESOTA,56520,46.26,-96.58,4a,108247.0,102256000,7.8,27,WEST CENTRAL,40,WILKINMINNESOTA2012
805,2012,YELLOW MEDICINE,MINNESOTA,56220,44.71,-96.26,4b,173654.0,151330000,7.8,27,WEST CENTRAL,40,YELLOWMEDICINEMINNESOTA2012
806,2012,DELAWARE,OHIO,43003,40.4,-82.95,6a,42525.0,40553000,7.8,39,CENTRAL,50,DELAWAREOHIO2012
807,2012,FAIRFIELD,OHIO,43046,39.89,-82.54,6a,62278.0,42219000,7.8,39,CENTRAL,50,FAIRFIELDOHIO2012
808,2012,FAYETTE,OHIO,43106,39.64,-83.42,6a,73963.0,64521000,7.8,39,CENTRAL,50,FAYETTEOHIO2012
809,2012,FRANKLIN,OHIO,43002,40.06,-83.17,6a,19265.0,12903000,7.8,39,CENTRAL,50,FRANKLINOHIO2012
810,2012,KNOX,OHIO,43005,40.29,-82.28,5b,46184.0,40531000,7.8,39,CENTRAL,50,KNOXOHIO2012
811,2012,LICKING,OHIO,43001,40.08,-82.61,6a,59092.0,48501000,7.8,39,CENTRAL,50,LICKINGOHIO2012
812,2012,MADISON,OHIO,43029,40.1,-83.44,6a,97720.0,84396000,7.8,39,CENTRAL,50,MADISONOHIO2012
813,2012,MARION,OHIO,43301,40.58,-83.12,6a,61715.0,53917000,7.8,39,CENTRAL,50,MARIONOHIO2012
814,2012,MORROW,OHIO,43315,40.49,-82.89,6a,47970.0,44474000,7.8,39,CENTRAL,50,MORROWOHIO2012
815,2012,PICKAWAY,OHIO,43103,39.71,-82.95,6a,107105.0,66993000,7.8,39,CENTRAL,50,PICKAWAYOHIO2012
816,2012,ROSS,OHIO,43101,39.46,-82.75,6a,49764.0,34461000,7.8,39,CENTRAL,50,ROSSOHIO2012
817,2012,UNION,OHIO,43007,40.33,-83.4,6a,71700.0,63855000,7.8,39,CENTRAL,50,UNIONOHIO2012
818,2012,BELMONT,OHIO,43713,39.98,-81.17,6a,303.0,0,7.8,39,EAST CENTRAL,60,BELMONTOHIO2012
819,2012,CARROLL,OHIO,44607,40.69,-81.03,6a,10538.0,6826000,7.8,39,EAST CENTRAL,60,CARROLLOHIO2012
820,2012,COSHOCTON,OHIO,43803,40.35,-81.63,6a,26850.0,17236000,7.8,39,EAST CENTRAL,60,COSHOCTONOHIO2012
821,2012,HARRISON,OHIO,43907,40.26,-80.99,6a,4351.0,2939000,7.8,39,EAST CENTRAL,60,HARRISONOHIO2012
822,2012,HOLMES,OHIO,43006,40.47,-82.19,5b,32186.0,23965000,7.8,39,EAST CENTRAL,60,HOLMESOHIO2012
823,2012,JEFFERSON,OHIO,43901,40.21,-80.87,6a,1242.0,464000,7.8,39,EAST CENTRAL,60,JEFFERSONOHIO2012
824,2012,TUSCARAWAS,OHIO,43832,40.27,-81.59,6a,17851.0,10769000,7.8,39,EAST CENTRAL,60,TUSCARAWASOHIO2012
825,2012,ASHLAND,OHIO,44805,40.86,-82.31,6a,33983.0,25425000,7.8,39,NORTH CENTRAL,20,ASHLANDOHIO2012
826,2012,CRAWFORD,OHIO,44820,40.8,-82.97,6a,91253.0,74115000,7.8,39,NORTH CENTRAL,20,CRAWFORDOHIO2012
827,2012,ERIE,OHIO,43438,41.6,-82.71,6b,27597.0,25670000,7.8,39,NORTH CENTRAL,20,ERIEOHIO2012
828,2012,HURON,OHIO,44826,41.22,-82.47,6a,81134.0,70093000,7.8,39,NORTH CENTRAL,20,HURONOHIO2012
829,2012,LORAIN,OHIO,44001,41.4,-82.23,6a,26778.0,25042000,7.8,39,NORTH CENTRAL,20,LORAINOHIO2012
830,2012,OTTAWA,OHIO,43408,41.57,-83.36,6b,25964.0,23803000,7.8,39,NORTH CENTRAL,20,OTTAWAOHIO2012
831,2012,RICHLAND,OHIO,44813,40.62,-82.51,5b,39903.0,32543000,7.8,39,NORTH CENTRAL,20,RICHLANDOHIO2012
832,2012,SANDUSKY,OHIO,43407,41.26,-83.25,6a,64757.0,57606000,7.8,39,NORTH CENTRAL,20,SANDUSKYOHIO2012
833,2012,SENECA,OHIO,44802,41.04,-83.39,6a,97318.0,73457000,7.8,39,NORTH CENTRAL,20,SENECAOHIO2012
834,2012,WYANDOT,OHIO,43316,40.95,-83.38,6a,79968.0,67163000,7.8,39,NORTH CENTRAL,20,WYANDOTOHIO2012
835,2012,ASHTABULA,OHIO,44003,41.6,-80.56,5b,25909.0,24403000,7.8,39,NORTHEAST,30,ASHTABULAOHIO2012
836,2012,COLUMBIANA,OHIO,43920,40.63,-80.56,6a,20285.0,14297000,7.8,39,NORTHEAST,30,COLUMBIANAOHIO2012
837,2012,GEAUGA,OHIO,44021,41.47,-81.14,6a,5485.0,4732000,7.8,39,NORTHEAST,30,GEAUGAOHIO2012
838,2012,LAKE,OHIO,44045,41.74,-81.28,6b,310.0,186000,7.8,39,NORTHEAST,30,LAKEOHIO2012
839,2012,MAHONING,OHIO,44401,41.02,-80.93,6a,14422.0,11633000,7.8,39,NORTHEAST,30,MAHONINGOHIO2012
840,2012,MEDINA,OHIO,44212,41.24,-81.82,6a,18368.0,14433000,7.8,39,NORTHEAST,30,MEDINAOHIO2012
841,2012,PORTAGE,OHIO,44201,41.03,-81.18,6a,15526.0,11620000,7.8,39,NORTHEAST,30,PORTAGEOHIO2012
842,2012,STARK,OHIO,44601,40.91,-81.11,6a,32280.0,24500000,7.8,39,NORTHEAST,30,STARKOHIO2012
843,2012,SUMMIT,OHIO,44056,41.31,-81.49,6a,2222.0,1051000,7.8,39,NORTHEAST,30,SUMMITOHIO2012
844,2012,TRUMBULL,OHIO,44402,41.38,-80.87,6a,21561.0,20729000,7.8,39,NORTHEAST,30,TRUMBULLOHIO2012
845,2012,WAYNE,OHIO,44214,40.98,-81.99,6a,64986.0,50786000,7.8,39,NORTHEAST,30,WAYNEOHIO2012
846,2012,ALLEN,OHIO,45801,40.74,-84.11,6a,64868.0,50078000,7.8,39,NORTHWEST,10,ALLENOHIO2012
847,2012,DEFIANCE,OHIO,43512,41.28,-84.36,6a,53400.0,28870000,7.8,39,NORTHWEST,10,DEFIANCEOHIO2012
848,2012,FULTON,OHIO,43502,41.51,-84.3,6a,73828.0,61113000,7.8,39,NORTHWEST,10,FULTONOHIO2012
849,2012,HANCOCK,OHIO,44804,41.11,-83.51,6a,73663.0,67243000,7.8,39,NORTHWEST,10,HANCOCKOHIO2012
850,2012,HENRY,OHIO,43510,41.46,-83.95,6a,81026.0,54094000,7.8,39,NORTHWEST,10,HENRYOHIO2012
851,2012,LUCAS,OHIO,43412,41.63,-83.31,6b,21940.0,19581000,7.8,39,NORTHWEST,10,LUCASOHIO2012
852,2012,PAULDING,OHIO,45813,41.18,-84.73,6a,56120.0,36460000,7.8,39,NORTHWEST,10,PAULDINGOHIO2012
853,2012,PUTNAM,OHIO,45815,41.16,-83.94,6a,84454.0,67966000,7.8,39,NORTHWEST,10,PUTNAMOHIO2012
854,2012,VAN WERT,OHIO,45832,40.91,-84.7,6a,72570.0,58146000,7.8,39,NORTHWEST,10,VANWERTOHIO2012
855,2012,WILLIAMS,OHIO,43501,41.66,-84.43,5b,53366.0,35318000,7.8,39,NORTHWEST,10,WILLIAMSOHIO2012
856,2012,WOOD,OHIO,43402,41.37,-83.64,6a,87393.0,81689000,7.8,39,NORTHWEST,10,WOODOHIO2012
857,2012,ADAMS,OHIO,45105,38.75,-83.61,6a,14053.0,7863000,7.8,39,SOUTH CENTRAL,80,ADAMSOHIO2012
858,2012,BROWN,OHIO,45101,38.7,-83.73,6b,22281.0,18763000,7.8,39,SOUTH CENTRAL,80,BROWNOHIO2012
859,2012,GALLIA,OHIO,45614,38.93,-82.28,6a,2936.0,2700000,7.8,39,SOUTH CENTRAL,80,GALLIAOHIO2012
861,2012,JACKSON,OHIO,45621,39.11,-82.61,6a,1802.0,854000,7.8,39,SOUTH CENTRAL,80,JACKSONOHIO2012
862,2012,LAWRENCE,OHIO,45619,38.43,-82.45,6b,576.0,560000,7.8,39,SOUTH CENTRAL,80,LAWRENCEOHIO2012
863,2012,PIKE,OHIO,45613,39.03,-82.82,6a,15541.0,10434000,7.8,39,SOUTH CENTRAL,80,PIKEOHIO2012
864,2012,SCIOTO,OHIO,45629,38.6,-82.84,6b,7303.0,4632000,7.8,39,SOUTH CENTRAL,80,SCIOTOOHIO2012
865,2012,ATHENS,OHIO,45701,39.32,-82.09,6a,1576.0,1318000,7.8,39,SOUTHEAST,90,ATHENSOHIO2012
866,2012,GUERNSEY,OHIO,43722,39.92,-81.52,6a,3066.0,1850000,7.8,39,SOUTHEAST,90,GUERNSEYOHIO2012
867,2012,HOCKING,OHIO,43111,39.5,-82.24,6a,1910.0,1370000,7.8,39,SOUTHEAST,90,HOCKINGOHIO2012
868,2012,MEIGS,OHIO,45720,39.09,-81.92,6a,2078.0,1819000,7.8,39,SOUTHEAST,90,MEIGSOHIO2012
869,2012,MONROE,OHIO,43716,39.84,-81.03,6a,618.0,443000,7.8,39,SOUTHEAST,90,MONROEOHIO2012
870,2012,MORGAN,OHIO,43728,39.48,-81.86,6a,3079.0,1750000,7.8,39,SOUTHEAST,90,MORGANOHIO2012
871,2012,MUSKINGUM,OHIO,43701,39.95,-82.01,6a,19226.0,15236000,7.8,39,SOUTHEAST,90,MUSKINGUMOHIO2012
872,2012,NOBLE,OHIO,43711,39.84,-81.58,6a,419.0,324000,7.8,39,SOUTHEAST,90,NOBLEOHIO2012
873,2012,PERRY,OHIO,43076,39.89,-82.41,6a,23048.0,16028000,7.8,39,SOUTHEAST,90,PERRYOHIO2012
874,2012,VINTON,OHIO,45622,39.35,-82.49,5b,1567.0,1033000,7.8,39,SOUTHEAST,90,VINTONOHIO2012
875,2012,WASHINGTON,OHIO,45712,39.39,-81.64,6a,8849.0,6744000,7.8,39,SOUTHEAST,90,WASHINGTONOHIO2012
876,2012,BUTLER,OHIO,45004,39.52,-84.64,6a,44938.0,23943000,7.8,39,SOUTHWEST,70,BUTLEROHIO2012
877,2012,CLERMONT,OHIO,45102,39.02,-84.21,6a,24052.0,20703000,7.8,39,SOUTHWEST,70,CLERMONTOHIO2012
878,2012,CLINTON,OHIO,45107,39.28,-83.97,6a,76769.0,80245000,7.8,39,SOUTHWEST,70,CLINTONOHIO2012
879,2012,GREENE,OHIO,45301,39.71,-84.02,6a,54856.0,47597000,7.8,39,SOUTHWEST,70,GREENEOHIO2012
880,2012,HAMILTON,OHIO,45001,39.14,-84.71,6a,3187.0,2297000,7.8,39,SOUTHWEST,70,HAMILTONOHIO2012
881,2012,MONTGOMERY,OHIO,45309,39.83,-84.41,6a,45224.0,27263000,7.8,39,SOUTHWEST,70,MONTGOMERYOHIO2012
882,2012,PREBLE,OHIO,45003,39.56,-84.81,6a,89321.0,52541000,7.8,39,SOUTHWEST,70,PREBLEOHIO2012
883,2012,WARREN,OHIO,45005,39.55,-84.3,6a,25653.0,22639000,7.8,39,SOUTHWEST,70,WARRENOHIO2012
884,2012,AUGLAIZE,OHIO,45819,40.62,-84.26,6a,70053.0,48791000,7.8,39,WEST CENTRAL,40,AUGLAIZEOHIO2012
885,2012,CHAMPAIGN,OHIO,43009,40.17,-83.64,6a,75328.0,58832000,7.8,39,WEST CENTRAL,40,CHAMPAIGNOHIO2012
886,2012,CLARK,OHIO,43010,40.0,-83.62,6a,68644.0,63846000,7.8,39,WEST CENTRAL,40,CLARKOHIO2012
887,2012,DARKE,OHIO,45303,40.21,-84.63,5b,130489.0,87021000,7.8,39,WEST CENTRAL,40,DARKEOHIO2012
888,2012,HARDIN,OHIO,43326,40.64,-83.61,6a,92532.0,73959000,7.8,39,WEST CENTRAL,40,HARDINOHIO2012
889,2012,LOGAN,OHIO,43310,40.5,-83.74,6a,68729.0,63287000,7.8,39,WEST CENTRAL,40,LOGANOHIO2012
890,2012,MERCER,OHIO,45310,40.35,-84.64,6a,94680.0,72712000,7.8,39,WEST CENTRAL,40,MERCEROHIO2012
891,2012,MIAMI,OHIO,45312,40.05,-84.12,6a,70998.0,54195000,7.8,39,WEST CENTRAL,40,MIAMIOHIO2012
892,2012,SHELBY,OHIO,45302,40.39,-84.17,6a,69969.0,62863000,7.8,39,WEST CENTRAL,40,SHELBYOHIO2012
893,2012,BLAIR,PENNSYLVANIA,16601,40.56,-78.37,6a,14734.0,7580000,8.1,42,CENTRAL,50,BLAIRPENNSYLVANIA2012
894,2012,CAMBRIA,PENNSYLVANIA,15714,40.66,-78.78,5b,9096.0,7367000,8.1,42,CENTRAL,50,CAMBRIAPENNSYLVANIA2012
895,2012,CENTRE,PENNSYLVANIA,16677,40.81,-78.24,5b,18297.0,14600000,8.1,42,CENTRAL,50,CENTREPENNSYLVANIA2012
896,2012,CLEARFIELD,PENNSYLVANIA,15721,40.81,-78.78,6a,4511.0,2665000,8.1,42,CENTRAL,50,CLEARFIELDPENNSYLVANIA2012
897,2012,COLUMBIA,PENNSYLVANIA,17814,41.19,-76.38,6a,20273.0,17361000,8.1,42,CENTRAL,50,COLUMBIAPENNSYLVANIA2012
898,2012,DAUPHIN,PENNSYLVANIA,17005,40.6,-76.81,6b,16641.0,12043000,8.1,42,CENTRAL,50,DAUPHINPENNSYLVANIA2012
899,2012,HUNTINGDON,PENNSYLVANIA,16611,40.55,-78.1,6b,14256.0,7705000,8.1,42,CENTRAL,50,HUNTINGDONPENNSYLVANIA2012
900,2012,JUNIATA,PENNSYLVANIA,17014,40.66,-77.19,6b,11021.0,5983000,8.1,42,CENTRAL,50,JUNIATAPENNSYLVANIA2012
901,2012,MIFFLIN,PENNSYLVANIA,17002,40.53,-77.81,6b,13083.0,9392000,8.1,42,CENTRAL,50,MIFFLINPENNSYLVANIA2012
902,2012,MONTOUR,PENNSYLVANIA,17821,40.96,-76.61,6a,7199.0,0,8.1,42,CENTRAL,50,MONTOURPENNSYLVANIA2012
903,2012,NORTHUMBERLAND,PENNSYLVANIA,17017,40.65,-76.87,6b,30834.0,24021000,8.1,42,CENTRAL,50,NORTHUMBERLANDPENNSYLVANIA2012
904,2012,PERRY,PENNSYLVANIA,17006,40.33,-77.51,6b,16623.0,11191000,8.1,42,CENTRAL,50,PERRYPENNSYLVANIA2012
905,2012,SNYDER,PENNSYLVANIA,17812,40.74,-77.22,6b,14941.0,11268000,8.1,42,CENTRAL,50,SNYDERPENNSYLVANIA2012
906,2012,UNION,PENNSYLVANIA,17810,41.11,-77.03,6b,14440.0,12833000,8.1,42,CENTRAL,50,UNIONPENNSYLVANIA2012
907,2012,CARBON,PENNSYLVANIA,18012,40.81,-75.59,6b,1698.0,1081000,8.1,42,EAST CENTRAL,60,CARBONPENNSYLVANIA2012
908,2012,LEHIGH,PENNSYLVANIA,18001,40.66,-75.55,6b,22217.0,13728000,8.1,42,EAST CENTRAL,60,LEHIGHPENNSYLVANIA2012
909,2012,LUZERNE,PENNSYLVANIA,18201,40.95,-75.97,6a,10295.0,6554000,8.1,42,EAST CENTRAL,60,LUZERNEPENNSYLVANIA2012
910,2012,MONROE,PENNSYLVANIA,18058,40.88,-75.47,6a,3641.0,2732000,8.1,42,EAST CENTRAL,60,MONROEPENNSYLVANIA2012
912,2012,SCHUYLKILL,PENNSYLVANIA,17901,40.67,-76.2,6b,22497.0,16946000,8.1,42,EAST CENTRAL,60,SCHUYLKILLPENNSYLVANIA2012
913,2012,BRADFORD,PENNSYLVANIA,16910,41.7,-76.83,5b,15709.0,12338000,8.1,42,NORTH CENTRAL,20,BRADFORDPENNSYLVANIA2012
914,2012,CLINTON,PENNSYLVANIA,16822,41.07,-77.58,6a,6731.0,5707000,8.1,42,NORTH CENTRAL,20,CLINTONPENNSYLVANIA2012
915,2012,ELK,PENNSYLVANIA,15821,41.35,-78.37,5b,1072.0,471000,8.1,42,NORTH CENTRAL,20,ELKPENNSYLVANIA2012
916,2012,LYCOMING,PENNSYLVANIA,17701,41.23,-77.03,6b,17694.0,14946000,8.1,42,NORTH CENTRAL,20,LYCOMINGPENNSYLVANIA2012
917,2012,MCKEAN,PENNSYLVANIA,16333,41.75,-78.93,5a,397.0,296000,8.1,42,NORTH CENTRAL,20,MCKEANPENNSYLVANIA2012
918,2012,POTTER,PENNSYLVANIA,16720,41.63,-78.08,5b,3083.0,2948000,8.1,42,NORTH CENTRAL,20,POTTERPENNSYLVANIA2012
919,2012,SULLIVAN,PENNSYLVANIA,17731,41.4,-76.58,6a,2293.0,1058000,8.1,42,NORTH CENTRAL,20,SULLIVANPENNSYLVANIA2012
920,2012,TIOGA,PENNSYLVANIA,16901,41.74,-77.3,5b,8271.0,6991000,8.1,42,NORTH CENTRAL,20,TIOGAPENNSYLVANIA2012
921,2012,LACKAWANNA,PENNSYLVANIA,18403,41.5,-75.53,6a,1770.0,1400000,8.1,42,NORTHEASTERN,30,LACKAWANNAPENNSYLVANIA2012
922,2012,SUSQUEHANNA,PENNSYLVANIA,18413,41.65,-75.53,5b,976.0,984000,8.1,42,NORTHEASTERN,30,SUSQUEHANNAPENNSYLVANIA2012
923,2012,WAYNE,PENNSYLVANIA,18405,41.6,-75.15,5b,271.0,0,8.1,42,NORTHEASTERN,30,WAYNEPENNSYLVANIA2012
924,2012,WYOMING,PENNSYLVANIA,18419,41.56,-75.78,6a,4063.0,2772000,8.1,42,NORTHEASTERN,30,WYOMINGPENNSYLVANIA2012
925,2012,CRAWFORD,PENNSYLVANIA,16110,41.5,-80.37,5b,29149.0,23752000,8.1,42,NORTHWESTERN,10,CRAWFORDPENNSYLVANIA2012
926,2012,ERIE,PENNSYLVANIA,16401,41.88,-80.41,6a,20061.0,15628000,8.1,42,NORTHWESTERN,10,ERIEPENNSYLVANIA2012
927,2012,FOREST,PENNSYLVANIA,16217,41.33,-79.17,5b,344.0,270000,8.1,42,NORTHWESTERN,10,FORESTPENNSYLVANIA2012
928,2012,MERCER,PENNSYLVANIA,16113,41.28,-80.42,6a,32591.0,27087000,8.1,42,NORTHWESTERN,10,MERCERPENNSYLVANIA2012
929,2012,VENANGO,PENNSYLVANIA,16301,41.42,-79.7,5b,10401.0,5922000,8.1,42,NORTHWESTERN,10,VENANGOPENNSYLVANIA2012
930,2012,WARREN,PENNSYLVANIA,16312,41.93,-79.3,5b,2668.0,2316000,8.1,42,NORTHWESTERN,10,WARRENPENNSYLVANIA2012
931,2012,ADAMS,PENNSYLVANIA,17301,39.88,-76.98,6b,26249.0,18079000,8.1,42,SOUTH CENTRAL,80,ADAMSPENNSYLVANIA2012
932,2012,BEDFORD,PENNSYLVANIA,15521,40.19,-78.62,6a,18905.0,15474000,8.1,42,SOUTH CENTRAL,80,BEDFORDPENNSYLVANIA2012
933,2012,CUMBERLAND,PENNSYLVANIA,17001,40.24,-76.92,7a,29189.0,23739000,8.1,42,SOUTH CENTRAL,80,CUMBERLANDPENNSYLVANIA2012
934,2012,FRANKLIN,PENNSYLVANIA,17201,39.93,-77.65,6b,42378.0,33336000,8.1,42,SOUTH CENTRAL,80,FRANKLINPENNSYLVANIA2012
935,2012,FULTON,PENNSYLVANIA,15536,39.93,-78.21,6b,7837.0,6305000,8.1,42,SOUTH CENTRAL,80,FULTONPENNSYLVANIA2012
936,2012,YORK,PENNSYLVANIA,17019,40.11,-77.03,6b,68654.0,65166000,8.1,42,SOUTH CENTRAL,80,YORKPENNSYLVANIA2012
937,2012,BERKS,PENNSYLVANIA,18056,40.45,-75.55,6b,52813.0,40510000,8.1,42,SOUTHEASTERN,90,BERKSPENNSYLVANIA2012
938,2012,BUCKS,PENNSYLVANIA,18039,40.55,-75.24,6b,9620.0,7533000,8.1,42,SOUTHEASTERN,90,BUCKSPENNSYLVANIA2012
939,2012,CHESTER,PENNSYLVANIA,19087,40.06,-75.4,6b,28293.0,26873000,8.1,42,SOUTHEASTERN,90,CHESTERPENNSYLVANIA2012
940,2012,DELAWARE,PENNSYLVANIA,19008,39.96,-75.35,7a,96.0,36000,8.1,42,SOUTHEASTERN,90,DELAWAREPENNSYLVANIA2012
941,2012,LANCASTER,PENNSYLVANIA,17022,40.15,-76.59,6b,101005.0,107541000,8.1,42,SOUTHEASTERN,90,LANCASTERPENNSYLVANIA2012
